,Approval Date,Company Token,Submission,Active Ingredients,Submission Classification *,Submission Status
158,02/20/2018,['bausch'],suppl-5,luliconazole,efficacy,approval
159,02/20/2018,['nova'],suppl-3,mercaptopurine,labeling,approval
160,02/20/2018,['lupin'],orig-1,oseltamivir phosphate,,approval
161,02/21/2018,"['glaxosmithkline', 'cons']",suppl-11,diclofenac sodium,labeling,approval
162,02/21/2018,['sandoz'],suppl-43,ampicillin sodium,labeling,approval
163,02/21/2018,"['hq', 'speclt']",suppl-13,ampicillin sodium,labeling,approval
164,02/21/2018,"['hq', 'speclt']",suppl-15,ampicillin sodium,labeling,approval
165,02/21/2018,['eugia'],suppl-4,ampicillin sodium,labeling,approval
166,02/21/2018,['eugia'],suppl-7,ampicillin sodium,labeling,approval
167,02/21/2018,['hikma'],suppl-11,ondansetron hydrochloride,labeling,approval
168,02/21/2018,['hikma'],suppl-12,ondansetron hydrochloride,labeling,approval
169,02/21/2018,['chartwell'],suppl-23,acetaminophen; codeine phosphate,labeling,approval
170,02/21/2018,['chartwell'],suppl-13,acetaminophen; codeine phosphate,labeling,approval
171,02/21/2018,['chartwell'],suppl-14,acetaminophen; codeine phosphate,labeling,approval
172,02/21/2018,['samson'],suppl-1,vancomycin hydrochloride,labeling,approval
173,02/21/2018,['breckenridge'],orig-1,piroxicam,,approval
174,02/22/2018,['ipsen'],suppl-18,lanreotide acetate,labeling,approval
175,02/22/2018,['strides'],orig-1,ranitidine hydrochloride,,approval
176,02/22/2018,"['merck', 'dohme']",orig-1,insulin glargine,type 5 - new formulation or new manufacturer,tentative approval
177,02/23/2018,"['novo', 'nordisk']",suppl-37,somatropin,,approval
178,02/23/2018,"['novo', 'nordisk']",suppl-38,somatropin,,approval
179,02/23/2018,"['novo', 'nordisk']",suppl-37,somatropin,,approval
180,02/23/2018,"['novo', 'nordisk']",suppl-38,somatropin,,approval
181,02/23/2018,"['novo', 'nordisk']",suppl-37,somatropin,,approval
182,02/23/2018,"['novo', 'nordisk']",suppl-38,somatropin,,approval
183,02/23/2018,['merz'],suppl-8,glycopyrrolate,labeling,approval
184,02/23/2018,['reddys'],orig-1,atomoxetine hydrochloride,,approval
185,02/23/2018,['micro'],orig-1,efavirenz,type 5 - new formulation or new manufacturer,tentative approval
186,02/23/2018,['par'],orig-1,alosetron hydrochloride,,approval
187,02/23/2018,"['kvk', 'tech']",orig-1,acetaminophen; benzhydrocodone hydrochloride,type 4 - new combination,approval
188,02/23/2018,['hetero'],orig-1,oseltamivir phosphate,,approval
189,02/26/2018,['glaxosmithkline'],suppl-3,chlorpheniramine maleate; ibuprofen; phenylephrine hydrochloride,labeling,approval
190,02/26/2018,['glaxosmithkline'],suppl-4,chlorpheniramine maleate; ibuprofen; phenylephrine hydrochloride,labeling,approval
191,02/26/2018,['glaxosmithkline'],suppl-3,chlorpheniramine maleate; ibuprofen; phenylephrine hydrochloride,labeling,approval
192,02/26/2018,['glaxosmithkline'],suppl-4,chlorpheniramine maleate; ibuprofen; phenylephrine hydrochloride,labeling,approval
193,02/26/2018,['reddys'],suppl-7,ondansetron hydrochloride,labeling,approval
194,02/26/2018,['reddys'],suppl-9,ondansetron hydrochloride,labeling,approval
195,02/26/2018,['reddys'],suppl-12,ondansetron hydrochloride,labeling,approval
196,02/26/2018,"['chartwell', 'molecules']",suppl-2,ondansetron hydrochloride,labeling,approval
197,02/26/2018,['apotex'],suppl-10,ondansetron hydrochloride,labeling,approval
198,02/26/2018,['apotex'],suppl-11,ondansetron hydrochloride,labeling,approval
199,02/26/2018,['apotex'],suppl-12,ondansetron hydrochloride,labeling,approval
200,02/26/2018,"['chartwell', 'molecules']",suppl-6,ondansetron,labeling,approval
201,02/26/2018,['rising'],suppl-6,acetaminophen; tramadol hydrochloride,labeling,approval
202,02/26/2018,['reddys'],orig-1,methylphenidate hydrochloride,,approval
203,02/26/2018,"['shanghai', 'hengrui']",orig-1,desflurane,,approval
204,02/26/2018,"['eli', 'lilly']",orig-1,abemaciclib,"type 9 - new indication submitted as distinct nda, consolidated with original nda after approval",approval
205,02/26/2018,['casi'],orig-1,tenofovir disoproxil fumarate,,approval
206,02/27/2018,['zydus'],orig-1,dexmedetomidine hydrochloride,,approval
207,02/27/2018,['aurobindo'],orig-1,drospirenone; ethinyl estradiol,,approval
208,02/27/2018,['amneal'],orig-1,oseltamivir phosphate,,approval
209,02/28/2018,['pfizer'],suppl-51,misoprostol,labeling,approval
210,02/28/2018,['organon'],suppl-98,simvastatin,labeling,approval
211,02/28/2018,['covis'],suppl-35,lovastatin,labeling,approval
212,02/28/2018,['organon'],suppl-15,desloratadine; pseudoephedrine sulfate,labeling,approval
213,02/28/2018,['organon'],suppl-60,ezetimibe; simvastatin,labeling,approval
214,02/28/2018,['mylan'],orig-1,lamivudine; tenofovir disoproxil fumarate,type 4 - new combination,approval
215,02/28/2018,['genentech'],suppl-5259,alteplase,,approval
216,02/28/2018,['genentech'],suppl-5260,alteplase,,approval
217,02/28/2018,['genentech'],suppl-5259,alteplase,,approval
218,02/28/2018,['genentech'],suppl-5260,alteplase,,approval
219,02/28/2018,['genentech'],suppl-5187,tenecteplase,,approval
220,02/28/2018,['alexion'],suppl-426,eculizumab,,approval
221,02/28/2018,['valinor'],suppl-7,naloxegol oxalate,labeling,approval
222,02/28/2018,"['actavis', 'fl']",orig-1,esomeprazole magnesium,,tentative approval
223,02/28/2018,['scilex'],orig-1,lidocaine,type 5 - new formulation or new manufacturer,approval
224,02/28/2018,['dexcel'],suppl-1,omeprazole,labeling,approval
225,02/28/2018,['naari'],orig-1,estradiol; norethindrone acetate,,approval
0,03/01/2018,['imprimis'],suppl-25,apraclonidine hydrochloride,labeling,approval
1,03/01/2018,['imprimis'],suppl-30,apraclonidine hydrochloride,labeling,approval
2,03/01/2018,"['chemisch', 'fbrk', 'krsslr']",suppl-2,polidocanol,labeling,approval
3,03/01/2018,['pfizer'],suppl-17,medroxyprogesterone acetate,labeling,approval
4,03/01/2018,"['mylan', 'institutional']",suppl-14,sodium tetradecyl sulfate,labeling,approval
5,03/01/2018,['bayer'],suppl-10,levonorgestrel,labeling,approval
6,03/01/2018,['bayer'],suppl-1,levonorgestrel,labeling,approval
7,03/02/2018,['torrent'],orig-1,nebivolol hydrochloride,,approval
8,03/02/2018,"['alk', 'abello']",suppl-2,ciprofloxacin,efficacy,approval
9,03/02/2018,[],suppl-2,fluticasone propionate,labeling,approval
10,03/02/2018,[],suppl-2,fluticasone propionate,labeling,approval
11,03/02/2018,[],suppl-1,fluticasone propionate; salmeterol xinafoate,labeling,approval
12,03/02/2018,[],suppl-1,fluticasone propionate; salmeterol xinafoate,labeling,approval
13,03/02/2018,['qilu'],orig-1,tenofovir disoproxil fumarate,,approval
14,03/02/2018,['bionpharma'],orig-1,methylphenidate hydrochloride,,approval
15,03/04/2018,['acadia'],suppl-2,pimavanserin tartrate,labeling,approval
16,03/04/2018,['acadia'],suppl-4,pimavanserin tartrate,labeling,approval
17,03/05/2018,['fresenius'],suppl-24,magnesium sulfate,labeling,approval
18,03/05/2018,"['msd', 'sub', 'merck']",suppl-38,raltegravir potassium,efficacy,approval
19,03/05/2018,"['msd', 'sub', 'merck']",suppl-38,raltegravir potassium,efficacy,approval
20,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-48,nivolumab,,approval
21,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-49,nivolumab,,approval
22,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-50,nivolumab,,approval
23,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-51,nivolumab,,approval
24,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-52,nivolumab,,approval
25,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-61,nivolumab,,approval
26,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-62,nivolumab,,approval
27,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-64,nivolumab,,approval
28,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-65,nivolumab,,approval
29,03/05/2018,"['bristol', 'myers', 'squibb']",suppl-66,nivolumab,,approval
30,03/05/2018,['sunovion'],suppl-29,lurasidone hydrochloride,efficacy,approval
31,03/05/2018,"['msd', 'sub', 'merck']",suppl-15,raltegravir potassium,labeling,approval
32,03/05/2018,['avet'],suppl-8,furosemide,manufacturing (cmc),approval
33,03/05/2018,['actavis'],orig-1,oxaliplatin,,approval
34,03/05/2018,"['msd', 'sub', 'merck']",suppl-7,raltegravir potassium,labeling,approval
35,03/05/2018,['perrigo'],orig-1,dextromethorphan hydrobromide; guaifenesin,,approval
36,03/05/2018,['strides'],orig-1,ranitidine hydrochloride,,approval
37,03/05/2018,['cipla'],orig-1,dolutegravir sodium,,tentative approval
38,03/05/2018,[],orig-1,potassium citrate,,approval
39,03/05/2018,['alvogen'],orig-1,estradiol,,approval
40,03/05/2018,['indivior'],suppl-1,buprenorphine,labeling,approval
41,03/06/2018,['pfizer'],suppl-75,spironolactone,labeling,approval
42,03/06/2018,['king'],suppl-57,metaxalone,labeling,approval
43,03/06/2018,['abbvie'],suppl-68,valproic acid,labeling,approval
44,03/06/2018,['abbvie'],suppl-51,valproic acid,labeling,approval
45,03/06/2018,['abbvie'],suppl-60,divalproex sodium,labeling,approval
46,03/06/2018,['abbvie'],suppl-47,divalproex sodium,labeling,approval
47,03/06/2018,['abbvie'],suppl-38,valproate sodium,labeling,approval
48,03/06/2018,['dusa'],suppl-15,aminolevulinic acid hydrochloride,efficacy,approval
49,03/06/2018,['abbvie'],suppl-38,divalproex sodium,labeling,approval
50,03/06/2018,"['centocor', 'ortho']",suppl-139,golimumab,,approval
51,03/06/2018,['napo'],suppl-6,crofelemer,labeling,approval
52,03/06/2018,['macleods'],suppl-3,memantine hydrochloride,manufacturing (cmc),approval
53,03/06/2018,['aurobindo'],orig-1,armodafinil,,approval
54,03/06/2018,['novo'],suppl-1,insulin aspart,,approval
55,03/06/2018,['novo'],suppl-1,insulin aspart,,approval
56,03/06/2018,['novo'],suppl-1,insulin aspart,,approval
57,03/06/2018,['mylan'],orig-1,baclofen,,approval
58,03/06/2018,"['msd', 'sub', 'merck']",suppl-1,ertugliflozin; sitagliptin phosphate,labeling,approval
59,03/06/2018,['theratechnologies'],orig-1,ibalizumab-uiyk,,approval
60,03/07/2018,['pai'],suppl-41,phytonadione,labeling,approval
61,03/07/2018,['takeda'],suppl-16,guanfacine hydrochloride,labeling,approval
62,03/07/2018,['barr'],suppl-2,ondansetron,labeling,approval
63,03/07/2018,['rising'],suppl-8,ondansetron hydrochloride,labeling,approval
64,03/07/2018,['rising'],suppl-9,ondansetron hydrochloride,labeling,approval
65,03/07/2018,"['pliva', 'hrvatska', 'doo']",suppl-1,ondansetron hydrochloride,labeling,approval
66,03/07/2018,"['pliva', 'hrvatska', 'doo']",suppl-2,ondansetron hydrochloride,labeling,approval
67,03/07/2018,['assoc'],suppl-10,ondansetron hydrochloride,labeling,approval
68,03/07/2018,['mylan'],suppl-8,ondansetron,labeling,approval
69,03/07/2018,['aurobindo'],suppl-8,ondansetron hydrochloride,labeling,approval
70,03/07/2018,['aurobindo'],suppl-9,ondansetron hydrochloride,labeling,approval
71,03/07/2018,['aurobindo'],suppl-10,ondansetron hydrochloride,labeling,approval
72,03/07/2018,['aurobindo'],suppl-14,ondansetron,labeling,approval
73,03/07/2018,['amneal'],suppl-5,ondansetron hydrochloride,labeling,approval
74,03/07/2018,['mylan'],suppl-1,etomidate,labeling,approval
75,03/07/2018,['hikma'],suppl-2,etomidate,labeling,approval
76,03/07/2018,['zydus'],suppl-2,etomidate,labeling,approval
77,03/07/2018,['ipca'],suppl-2,ondansetron hydrochloride,labeling,approval
78,03/07/2018,['ipca'],suppl-3,ondansetron hydrochloride,labeling,approval
79,03/07/2018,['sagent'],orig-1,eptifibatide,,approval
80,03/07/2018,['gland'],suppl-1,etomidate,labeling,approval
81,03/07/2018,['yiling'],orig-1,acyclovir,,approval
82,03/08/2018,['celltrion'],suppl-4,divalproex sodium,labeling,approval
83,03/08/2018,['celltrion'],suppl-5,divalproex sodium,labeling,approval
84,03/08/2018,['casi'],suppl-10,ondansetron hydrochloride,labeling,approval
85,03/08/2018,['hikma'],suppl-7,fosphenytoin sodium,labeling,approval
86,03/08/2018,['hikma'],suppl-8,fosphenytoin sodium,labeling,approval
87,03/08/2018,['hikma'],suppl-9,fosphenytoin sodium,labeling,approval
88,03/08/2018,"['istituto', 'ita', 'spa']",suppl-2,nafcillin sodium,labeling,approval
89,03/08/2018,['avet'],suppl-9,etomidate,labeling,approval
90,03/08/2018,['aurobindo'],orig-1,cinacalcet hydrochloride,,approval
91,03/08/2018,['eugia'],suppl-1,etomidate,labeling,approval
92,03/08/2018,['cipla'],orig-1,cinacalcet hydrochloride,,approval
93,03/09/2018,['baxter'],suppl-160,sodium chloride,manufacturing (cmc),approval
94,03/09/2018,['pfizer'],suppl-64,fluconazole,labeling,approval
95,03/09/2018,['pfizer'],suppl-46,fluconazole,labeling,approval
96,03/09/2018,['cosette'],suppl-15,prasugrel hydrochloride,labeling,approval
97,03/09/2018,['astrazeneca'],suppl-22,ticagrelor,labeling,approval
98,03/09/2018,['fresenius'],suppl-6,octreotide acetate,labeling,approval
99,03/09/2018,['fresenius'],suppl-8,octreotide acetate,labeling,approval
100,03/09/2018,['fresenius'],suppl-6,octreotide acetate,labeling,approval
101,03/09/2018,['fresenius'],suppl-7,octreotide acetate,labeling,approval
102,03/09/2018,"['recordati', 'rare']",suppl-3,pasireotide diaspartate,labeling,approval
103,03/09/2018,['northstar'],suppl-2,technetium tc-99m sodium pertechnetate generator,labeling,approval
104,03/09/2018,"['recordati', 'rare']",suppl-2,pasireotide pamoate,labeling,approval
105,03/09/2018,['novartis'],suppl-8,trametinib dimethyl sulfoxide,labeling,approval
106,03/09/2018,['rising'],orig-1,"acetic acid, glacial",,approval
107,03/09/2018,['cadila'],orig-1,tizanidine hydrochloride,,approval
108,03/09/2018,['amneal'],orig-1,erythromycin,,approval
109,03/12/2018,['strides'],orig-1,efavirenz,,approval
110,03/13/2018,['merck'],suppl-38,caspofungin acetate,labeling,approval
111,03/13/2018,"['boehringer', 'ingelheim']",suppl-35,dabigatran etexilate mesylate,labeling,approval
112,03/13/2018,['twi'],suppl-6,cyclobenzaprine hydrochloride,bioequivalence,approval
113,03/13/2018,['amneal'],orig-1,vigabatrin,,approval
114,03/13/2018,['genentech'],suppl-5,atezolizumab,,approval
115,03/14/2018,['baxter'],suppl-69,dextrose,labeling,approval
116,03/14/2018,['baxter'],suppl-69,dextrose,labeling,approval
117,03/14/2018,['baxter'],suppl-69,dextrose,labeling,approval
118,03/14/2018,['baxter'],suppl-69,dextrose,labeling,approval
119,03/14/2018,['baxter'],suppl-69,dextrose,labeling,approval
120,03/14/2018,['baxter'],suppl-69,dextrose,labeling,approval
121,03/14/2018,['salix'],suppl-19,methylnaltrexone bromide,labeling,approval
122,03/14/2018,[],suppl-16,amlodipine besylate,labeling,approval
123,03/14/2018,"['sun', 'inds', 'in']",suppl-11,ondansetron hydrochloride,labeling,approval
124,03/14/2018,"['sun', 'inds']",suppl-15,ondansetron,labeling,approval
125,03/14/2018,['aurobindo'],orig-1,abacavir sulfate,,approval
126,03/14/2018,['aurobindo'],suppl-12,amlodipine besylate,labeling,approval
127,03/14/2018,['aurobindo'],suppl-13,amlodipine besylate,labeling,approval
128,03/14/2018,['zydus'],suppl-15,amlodipine besylate,labeling,approval
129,03/14/2018,['zydus'],suppl-16,amlodipine besylate,labeling,approval
130,03/14/2018,['lannett'],suppl-5,ondansetron hydrochloride,labeling,approval
131,03/14/2018,['lannett'],suppl-6,ondansetron hydrochloride,labeling,approval
132,03/14/2018,[],suppl-1,ampicillin sodium,labeling,approval
133,03/14/2018,[],suppl-3,ampicillin sodium,labeling,approval
134,03/14/2018,"['actavis', 'ut']",orig-1,rotigotine,,tentative approval
135,03/14/2018,['fresenius'],orig-1,leucovorin calcium,,approval
136,03/14/2018,['salix'],suppl-3,methylnaltrexone bromide,labeling,approval
137,03/14/2018,['cipla'],orig-1,darunavir,,tentative approval
138,03/15/2018,['strides'],suppl-68,methotrexate sodium,labeling,approval
139,03/15/2018,['hospira'],suppl-126,methotrexate sodium,labeling,approval
140,03/15/2018,['hospira'],suppl-126,methotrexate sodium,labeling,approval
141,03/15/2018,['hospira'],suppl-126,methotrexate sodium,labeling,approval
142,03/15/2018,['hospira'],suppl-126,methotrexate sodium,labeling,approval
143,03/15/2018,"['hoffmann', 'la', 'roche']",suppl-46,saquinavir mesylate,labeling,approval
144,03/15/2018,"['hoffmann-la', 'roche']",suppl-22,saquinavir mesylate,labeling,approval
145,03/15/2018,['pfizer'],suppl-100,clindamycin hydrochloride,labeling,approval
146,03/15/2018,['nostrum'],suppl-1,cilostazol,manufacturing (cmc),approval
147,03/15/2018,['nostrum'],suppl-2,cilostazol,labeling,approval
148,03/15/2018,['nostrum'],suppl-3,cilostazol,labeling,approval
149,03/15/2018,['otter'],suppl-8,methotrexate,labeling,approval
150,03/15/2018,['otter'],suppl-8,methotrexate,labeling,approval
151,03/15/2018,['medexus'],suppl-2,methotrexate,labeling,approval
152,03/15/2018,['puracap'],orig-1,naproxen sodium,,approval
153,03/15/2018,['azurity'],suppl-2,methotrexate sodium,labeling,approval
154,03/15/2018,['breckenridge'],orig-1,entecavir,,approval
155,03/15/2018,['amgen'],suppl-3,adalimumab-atto,,approval
156,03/16/2018,[],suppl-5,ondansetron,labeling,approval
157,03/16/2018,[],suppl-6,ondansetron,labeling,approval
158,03/16/2018,['ucb'],suppl-286,certolizumab pegol,,approval
159,03/16/2018,"['eli', 'lilly']",suppl-11,ixekizumab,,approval
160,03/16/2018,['zydus'],orig-1,omeprazole; sodium bicarbonate,,approval
161,03/16/2018,['alkem'],orig-2,minocycline hydrochloride,,approval
162,03/16/2018,['akorn'],orig-1,ropivacaine hydrochloride,,approval
163,03/16/2018,['belcher'],suppl-1,sodium polystyrene sulfonate,labeling,approval
164,03/16/2018,"['actavis', 'fl']",suppl-1,tetrabenazine,labeling,approval
165,03/16/2018,['sagent'],orig-1,decitabine,,approval
166,03/16/2018,['arbor'],suppl-4,acetylcysteine,labeling,approval
167,03/16/2018,['lupin'],orig-1,desoximetasone,,approval
168,03/16/2018,['granules'],orig-1,metformin hydrochloride,,approval
169,03/19/2018,['monarch'],suppl-16,trifluridine,manufacturing (cmc),approval
170,03/19/2018,['ani'],orig-1,cyclophosphamide,,approval
171,03/19/2018,['optinose'],suppl-1,fluticasone propionate,labeling,approval
172,03/19/2018,['alignscience'],orig-1,metformin hydrochloride,,approval
173,03/19/2018,['amneal'],orig-1,fenofibrate,,approval
174,03/20/2018,['novartis'],suppl-116,carbamazepine,labeling,approval
175,03/20/2018,['wyeth'],suppl-33,ethinyl estradiol; norgestrel,labeling,approval
176,03/20/2018,"['gd', 'searle']",suppl-45,ethinyl estradiol;norethindrone; ferrous fumarate,labeling,approval
177,03/20/2018,['novartis'],suppl-58,carbamazepine,labeling,approval
178,03/20/2018,['pfizer'],suppl-12,ethinyl estradiol; ferrous fumarate; norethindrone,labeling,approval
179,03/20/2018,['novartis'],suppl-55,carbamazepine,labeling,approval
180,03/20/2018,['novartis'],suppl-47,carbamazepine,labeling,approval
181,03/20/2018,['takeda'],suppl-24,anagrelide hydrochloride,labeling,approval
182,03/20/2018,['cadence'],suppl-12,ethinyl estradiol; levonorgestrel,labeling,approval
